https://www.ncbi.nlm.nih.gov/pubmed/30170443,"['A foreign body retained in soft tissue may give rise to infection and dysfunction, which may pose a potential threat to patient health. Our study is to compare the efficacy and characteristics of metallic foreign body (MFB) extraction from soft tissue by incision surgery and x-ray-guided forceps after body surface projection positioning.This study enrolled 775 patients who underwent percutaneous MFB extraction between January 2011 and December 2016. A total of 257 cases underwent extraction by incision surgery and 518 cases underwent x-ray-guided forceps extraction after body surface projection positioning.All patients were diagnosed by x-ray and the diagnostic accuracy rate was 100%. In the incision surgery group, MFB extraction was successful in 193 of 257 cases. All cases in the forceps extraction group were successful, and the success rate was significantly higher than that of the incision surgery group (100% vs.75.1%, P\u200a<\u200a.01). Sixty-four patients in the incision surgery group who failed treatment were subsequently treated with x-ray-guided forceps extraction and all MFBs were extracted. The symptoms in all patients were relieved, wound healing was good, and there were no major bleeding, incision infection, or other complications.Compared with incision surgery, x-ray-guided foreign body forceps extraction after body surface projection positioning is a less invasive, safer, and more effective treatment for MFB extraction.', 'Your browsing activity is empty.', 'Activity recording is turned off.', 'Turn recording back on']"
https://www.ncbi.nlm.nih.gov/pubmed/30167407,"['We describe a novel technique for approximation and reattachment of the capsule, hip abductors, and vastuslateralis muscles during closure of the arthrotomy and surgical wound, after total hip arthroplasty through a modified direct lateral approach. This anatomical restoration of soft tissues could thereby lead to early post-operative rehabilitation and recovery.', 'This is a method of osteotendinous suturing that could lead to reestablishing the functional continuity of the gluteus minimus, medius muscles, and the anterior capsule through drill holes in the greater trochanter, and thereby preserve the integrity of the hip abductor musculature. This is a simple and easily reproducible technique of soft tissue approximation and reattachment that results in early mobilization and ambulation of the patient with no additional complications and have several advantages over the other methods used for closure.', 'This osteotendinous technique can be used for arthrotomy closure after both primary and revision total hip arthroplasties through the lateral approach (Hardinge and modified Hardinge) to the hip.', 'Capsular repair; gluteus medius reattachment; hip abductor integrity; total hip replacement; transosseous suturing']"
https://www.ncbi.nlm.nih.gov/pubmed/30158985,"['Bone marrow mesenchymal stem cells (BMSCs) were characterized by their multilineage potential and were involved in both bony and soft tissue repair. Exposure of cells to ionizing radiation (IR) triggers numerous biological reactions, including reactive oxygen species (ROS), cellular apoptosis, and impaired differentiation capacity, while the mechanisms of IR-induced BMSC apoptosis and osteogenic impairment are still unclear. Through a recent study, we found that 6\u2009Gy IR significantly increased the apoptotic ratio and ROS generation, characterized by ROS staining and mean fluorescent intensity. Intervention with antioxidant (NAC) indicated that IR-induced cellular apoptosis was partly due to the accumulation of intracellular ROS. Furthermore, we found that the upregulation of miR-22 in rBMSCs following 6\u2009Gy IR played an important role on the ROS generation and subsequent apoptosis. In addition, we firstly demonstrated that miR-22-mediated ROS accumulation and cell injury had an important regulated role on the osteogenic capacity of BMSCs both in vitro and in vivo. In conclusion, IR-induced overexpression of miR-22 regulated the cell viability and differentiation potential through targeting the intracellular ROS.']"
https://www.ncbi.nlm.nih.gov/pubmed/30158985,"['Bone marrow mesenchymal stem cells (BMSCs) were characterized by their multilineage potential and were involved in both bony and soft tissue repair. Exposure of cells to ionizing radiation (IR) triggers numerous biological reactions, including reactive oxygen species (ROS), cellular apoptosis, and impaired differentiation capacity, while the mechanisms of IR-induced BMSC apoptosis and osteogenic impairment are still unclear. Through a recent study, we found that 6\u2009Gy IR significantly increased the apoptotic ratio and ROS generation, characterized by ROS staining and mean fluorescent intensity. Intervention with antioxidant (NAC) indicated that IR-induced cellular apoptosis was partly due to the accumulation of intracellular ROS. Furthermore, we found that the upregulation of miR-22 in rBMSCs following 6\u2009Gy IR played an important role on the ROS generation and subsequent apoptosis. In addition, we firstly demonstrated that miR-22-mediated ROS accumulation and cell injury had an important regulated role on the osteogenic capacity of BMSCs both in vitro and in vivo. In conclusion, IR-induced overexpression of miR-22 regulated the cell viability and differentiation potential through targeting the intracellular ROS.']"
https://www.ncbi.nlm.nih.gov/pubmed/30157562,"['Fifteen patients with sinus-type pressure ulcer in ischial tuberosity were admitted to our unit from April 2013 to April 2017, including 12 patients of unilateral pressure ulcer and 3 patients of bilateral pressure ulcer. The wounds were with infection of different degrees. The outer wound area of pressure ulcer before debridement ranged from 1.5 cm×1.0 cm to 6.0 cm×5.0 cm. Fifteen patients with 15 pressure ulcers were treated with vacuum sealing drainage for 3 to 13 days after debridement and sinus wall resection. Unilateral pressure ulcer was repaired with posterior femoral bilobed flap. One side of bilateral pressure ulcer was repaired with posterior femoral bilobed flap, and the other side was repaired with gluteus maximus muscle flap combined with local flap. The size of flaps ranged from 11.0 cm×7.5 cm to 15.0 cm×10.0 cm. Epidermis of the distal part and edge of the main flap was removed to make complex dermal tissue flap to fill the deep cavity. The other part of the main flap was applied to cover wound, and another flap of the bilobed flap was applied to cover the donor site where main flap was resected. The donor sites were sutured directly. The posterior femoral bilobed flaps in 15 patients survived after operation. Pressure ulcers of 12 patients were healed well. Incision of 2 patients ruptured and healed 15 days after second sewing. One pressure ulcer with infection under the flap healed on 16 days post second completely debridement. During follow-up of 3 to 18 months, flaps were with soft texture, good appearance, and no recurrence.', 'Bilobed flap; Ischial tuberosity; Pressure ulcer; Surgical flaps']"
https://www.ncbi.nlm.nih.gov/pubmed/30157559,"[""Objective: To explore the effects of local transplantation of autologous adipose-derived stromal vascular fraction (SVF) on the hyperplastic scar (HS) formation in rabbit ears and the mechanism. Methods: Twenty-four New Zealand white rabbits were used to reproduce HSs by making four full-thickness skin defect wounds with a diameter of 1 cm on the ventral surface of left ear of each rabbit. Wound epithelization and local-tissue proliferation were observed, and wound healing (complete epithelization) time and formation time of HS were recorded. The 24 rabbits were divided into SVF group, pure DMEM group, and pure HS group according to the random number table, with 8 rabbits and 32 wounds in each group. On post injury day (PID) 25 (after the complete epithelization of wounds), 0.2 mL of low glucose DMEM medium containing CM-Dil labeled autologous SVF was injected into HSs of rabbits in SVF group, while the same amount of low glucose DMEM medium was injected into HSs of rabbits in pure DMEM group. The frequency of injection was once every 5 days, totally for 3 times. HSs of rabbits in pure HS group did not receive any treatment. On PID 40, HSs of rabbits' ears in each group were harvested, then the histological form was observed by hematoxylin and eosin staining, the arrangement of collagen in HS was observed by Van Gieson staining, the distribution of CM-Dil-labeled SVF in the HS was observed with fluorescence microscope, and the mRNA expression and the protein expression of transforming growth factor β(1) (TGF-β(1)), Smad3, and Smad7 in HS were determined by real-time fluorescent quantitative reverse transcription-polymerase chain reaction and Western blotting, respectively. Data were processed with one-way analysis of variance and Tukey test. Results: (1) Complete epithelization time of wounds of rabbits' ears was (20.0±2.0) d post injury, and HSs were formed on PID 25. On PID 40, HSs of rabbits' ears in pure DMEM group and pure HS group were still in hyperplasia, while those in SVF group became smaller, flat, soft, and light colored. (2) On PID 40, compared with those in pure DMEM group and pure HS group, the number of epithelium foot like structures was more and the amount of inflammatory cells was less. The collagen of HSs of rabbits' ears in SVF group was arranged more regularly with broader gap between collagens. (3) On PID 40, CM-Dil-labeled SVF could still be observed in the HSs of rabbits' ears in SVF group. (4) On PID 40, compared with those in pure DMEM group and pure HS group, the mRNA expressions of TGF-β(1) and Smad3 in the HSs of rabbits' ears in SVF group were significantly down-regulated (P<0.05), while the mRNA expression of Smad7 was significantly up-regulated (P<0.05). There were no significant differences in the mRNA expressions of TGF-β(1), Smad3, and Smad7 in the HSs of rabbits' ears between pure DMEM group and pure HS group (P>0.05). (5) On PID 40, compared with those in pure DMEM group (0.74±0.03, 0.73±0.10, 0.54±0.09) and pure HS group (0.72±0.08, 0.71±0.12, 0.53±0.06), the protein expressions of TGF-β(1) and Smad3 in the HSs of rabbits' ears in SVF group (0.57±0.06, 0.42±0.09) were significantly down-regulated (P<0.05), while the protein expression of Smad7 (0.71±0.05) was significantly up-regulated (P<0.05). The protein expressions of TGF-β(1), Smad3, and Smad7 in the HSs of rabbits' ears in pure DMEM group and pure HS group were close (P>0.05). Conclusions: Autologous SVF transplantation can inhibit the formation of HS in the early stage of scar formation of rabbit, the mechanism may be related to the TGF-β(1)/Smad signaling pathway."", 'Cicatrix; Stromal vascular fraction; Transforming growth factor beta/Smad pathway']"
https://www.ncbi.nlm.nih.gov/pubmed/30156716,"['Perioperative personnel manage autologous tissue when they care for patients undergoing procedures requiring the use of bone, soft tissue, or other autologous tissue to repair or replace defects. Use of autologous tissue can minimize the risk of rejection, disease transfer, and infection compared with the use of artificial materials. There are important steps to follow when handling autologous tissue to ensure it is safe for replantation and does not become contaminated. This Back to Basics article provides strategies for managing some types of autologous tissue, including bone flaps, parathyroid tissue, skin grafts, and veins. Tissue management strategies include creating strict documentation policies, standardizing processes and communication, and implementing routine audits to assess compliance.', 'autologous tissue; bone flaps; parathyroid tissue; replantation; tissue storage']"
https://www.ncbi.nlm.nih.gov/pubmed/30155255,"['Squamous cell carcinoma is a rare histological type of breast cancer classified as metaplastic carcinoma. Metaplastic carcinoma involves differentiation of the breast glandular duct cells into mesenchymal tissues. While the chemotherapy regimen for metaplastic carcinoma is often similar to that for invasive ductal carcinoma, recurrence is associated with a poor prognosis due to the inadequate therapeutic efficacy of the regimen. We herein present the case of a 42-year-old female patient who underwent mastectomy of the right breast and right axillary node lymphadenectomy for T4N3aM0 breast cancer stage. The cancer was histopathologically diagnosed as squamous cell carcinoma of the breast. Adjuvant cyclophosphamide-epirubicin-fluorouracil (CEF) postoperative chemotherapy was administered, and lymphadenectomy of right-sided parasternal lymphatic metastases with pleural drainage was subsequently performed. Radiotherapy was administered to the thoracic wall and supraclavicular lymph nodes at 60 Gy. Positron emission tomography (PET)-computed tomography (CT) examination 3 months after the radiotherapy identified accumulation of fluorodeoxyglucose (FDG) in a supraclavicular lymph node and the thoracic wall; hence, a chemotherapeutic regimen with eribulin was initiated. At 11 months after initiation of eribulin, complete response was achieved, indicated by the absence of FDG accumulation in both the supraclavicular lymph node and the thoracic wall on PET-CT. The treatment efficacy of eribulin is considered to be a result of the mixed morphology of squamous cell carcinoma, including the presence of an epithelial component, such as adenocarcinoma cells, and a mesenchymal component, in the form of sarcomatoid cells. Eribulin displayed an effect similar to that of adriamycin against malignant soft tissue tumors and was shown to effectively target mesenchymal components. In cases of reduced expression of the DNA repair pathway components, such as in metaplastic carcinomas, eribulin may be more effective compared with adriamycin, the mechanism of action of which involves inhibition of DNA synthesis. A superior therapeutic effect was obtained with eribulin in squamous cell carcinoma. Therefore, eribulin appears to be a promising, effective therapeutic choice for the management of metaplastic carcinomas, including squamous cell carcinomas.', 'breast cancer; chemotherapy; eribulin; metaplastic carcinoma; squamous carcinoma']"
https://www.ncbi.nlm.nih.gov/pubmed/30155255,"['Squamous cell carcinoma is a rare histological type of breast cancer classified as metaplastic carcinoma. Metaplastic carcinoma involves differentiation of the breast glandular duct cells into mesenchymal tissues. While the chemotherapy regimen for metaplastic carcinoma is often similar to that for invasive ductal carcinoma, recurrence is associated with a poor prognosis due to the inadequate therapeutic efficacy of the regimen. We herein present the case of a 42-year-old female patient who underwent mastectomy of the right breast and right axillary node lymphadenectomy for T4N3aM0 breast cancer stage. The cancer was histopathologically diagnosed as squamous cell carcinoma of the breast. Adjuvant cyclophosphamide-epirubicin-fluorouracil (CEF) postoperative chemotherapy was administered, and lymphadenectomy of right-sided parasternal lymphatic metastases with pleural drainage was subsequently performed. Radiotherapy was administered to the thoracic wall and supraclavicular lymph nodes at 60 Gy. Positron emission tomography (PET)-computed tomography (CT) examination 3 months after the radiotherapy identified accumulation of fluorodeoxyglucose (FDG) in a supraclavicular lymph node and the thoracic wall; hence, a chemotherapeutic regimen with eribulin was initiated. At 11 months after initiation of eribulin, complete response was achieved, indicated by the absence of FDG accumulation in both the supraclavicular lymph node and the thoracic wall on PET-CT. The treatment efficacy of eribulin is considered to be a result of the mixed morphology of squamous cell carcinoma, including the presence of an epithelial component, such as adenocarcinoma cells, and a mesenchymal component, in the form of sarcomatoid cells. Eribulin displayed an effect similar to that of adriamycin against malignant soft tissue tumors and was shown to effectively target mesenchymal components. In cases of reduced expression of the DNA repair pathway components, such as in metaplastic carcinomas, eribulin may be more effective compared with adriamycin, the mechanism of action of which involves inhibition of DNA synthesis. A superior therapeutic effect was obtained with eribulin in squamous cell carcinoma. Therefore, eribulin appears to be a promising, effective therapeutic choice for the management of metaplastic carcinomas, including squamous cell carcinomas.', 'breast cancer; chemotherapy; eribulin; metaplastic carcinoma; squamous carcinoma']"
https://www.ncbi.nlm.nih.gov/pubmed/30154622,"['Soft tissue sarcomas (STSs) of the hand and wrist are rare and confer a unique set of management challenges. We present a 15-year review and discussion of the epidemiology, tumor characteristics, treatment, and reconstructive strategies for such cases presenting to our regional sarcoma service. Three case examples are described. Of 218 STSs of the upper limb, 17 involved the hand or wrist. Alveolar rhabdomyosarcoma, synovial, and myxofibrosarcoma were the most common ones. Two patients required amputation for recurrence. Eight patients required flap reconstruction, of which five were free flaps with no failures or wound healing complications. Two-year overall survival rate was 92%. Local recurrence occurred in 12%. Limb-sparing surgery is possible in most patients, although there is often a degree of functional loss due to the surgical resection, and complex multistage reconstruction may be required. These lesions are still often incidental or unexpected findings when patients are treated for a presumed benign swelling. Clinicians treating localized swellings of the hand and wrist should maintain vigilance toward the possibility of a sarcoma diagnosis, to avoid delays in definitive treatment.', 'hand; management; outcomes; sarcoma; soft tissue; wrist']"
